## S53 Attribution Edges (generated by tools/harvest_attribution_edges.py)
## Generated: 2026-06-13T17:42:52Z
## Generation: G4
## Files scanned: 15 (+ 0 in workshops/)
## Total edges (deduped): 56
## Spec: sessions/framework/registry/session-format-generations.md
## Regex module: tools/_format_generation_regex_set.py (self-test 18/18 PASS)

[EDGE:authored_by] data_provenance:53:session-53-baptista-collab.md -> researchers:baptista-spacetime-analyst  # G3 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-baptista-collab.md | match='**Author**: Baptista Spacetime-Analyst'
[EDGE:authored_by] gates:W0-2 -> researchers:quantum-acoustics-theorist  # G5 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-results-workingpaper.md | match='### W0-2: GL-SWEEP-53 — GL Dispersion at Multiple τ Values (quantum-acoustics-th'
[EDGE:authored_by] gates:W0-3 -> researchers:nazarewicz-nuclear-structure-theorist  # G5 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-results-workingpaper.md | match='### W0-3: HFB-SPECTRAL-53 — Extract Coherence Factors (nazarewicz-nuclear-struct'
[EDGE:authored_by] gates:W2-1 -> researchers:quantum-acoustics-theorist  # G5 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-results-workingpaper.md | match='### W2-1: PHONON-EOS-53 — Equation of State (quantum-acoustics-theorist)'
[EDGE:authored_by] gates:W2-2 -> researchers:tesla-resonance  # G5 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-results-workingpaper.md | match='### W2-2: NS-ACOUSTIC-53 — Acoustic Spectral Index (tesla-resonance)'
[EDGE:authored_by] gates:W2-3 -> researchers:volovik-superfluid-universe-theorist  # G5 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-results-workingpaper.md | match='### W2-3: EXFLATION-CMB-TEMP-53 — CMB Temperature from GGE Relic (volovik-superf'
[EDGE:authored_by] gates:W2-4 -> researchers:volovik-superfluid-universe-theorist  # G5 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-results-workingpaper.md | match='### W2-4: SAKHAROV-PHONON-53 — Emergent G_N (volovik-superfluid-universe-theoris'
[EDGE:authored_by] gates:W2-7 -> researchers:quantum-foam-theorist  # G5 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-results-workingpaper.md | match='### W2-7: MULTI-MODE-GEFF-53 — G_eff Enhancement (quantum-foam-theorist)'
[EDGE:authored_by] gates:W2-8 -> researchers:einstein-theorist  # G5 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-results-workingpaper.md | match='### W2-8: EXFLATION-FLATNESS-53 — Does 12D Geometry Inherit 4D Flatness? (einste'
[EDGE:authored_by] gates:W3-1 -> researchers:quantum-acoustics-theorist  # G5 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-results-workingpaper.md | match='### W3-1: PHONON-LIFETIMES-53 (quantum-acoustics-theorist)'
[EDGE:authored_by] gates:W3-2 -> researchers:landau-condensed-matter-theorist  # G5 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-results-workingpaper.md | match='### W3-2: LEGGETT-DAMPING-53 (landau-condensed-matter-theorist)'
[EDGE:authored_by] gates:W3-3 -> researchers:volovik-superfluid-universe-theorist  # G5 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-results-workingpaper.md | match='### W3-3: Q-THEORY-GGE-53 (volovik-superfluid-universe-theorist)'
[EDGE:authored_by] gates:W3-4 -> researchers:nazarewicz-nuclear-structure-theorist  # G5 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-results-workingpaper.md | match='### W3-4: NON-SINGLET-V-RANK-53 (nazarewicz-nuclear-structure-theorist)'
[EDGE:authored_by] gates:W3-5 -> researchers:kitaev-quantum-chaos-theorist  # G5 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-results-workingpaper.md | match='### W3-5: BRODY-PARAMETER-53 (kitaev-quantum-chaos-theorist)'
[EDGE:authored_by] gates:W3-6 -> researchers:feynman-theorist  # G5 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-results-workingpaper.md | match='### W3-6: BDG-SPECTRAL-DETERMINANT-53 (feynman-theorist)'
[EDGE:authored_by] gates:W3-7 -> researchers:feynman-theorist  # G5 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-results-workingpaper.md | match='### W3-7: 7-DOF-SADDLES-53 (feynman-theorist)'
[EDGE:authored_by] gates:W3-8 -> researchers:quantum-acoustics-theorist  # G5 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-results-workingpaper.md | match='### W3-8: ACOUSTIC-CASIMIR-GL-53 (quantum-acoustics-theorist)'
[EDGE:authored_by] gates:W3-9 -> researchers:volovik-superfluid-universe-theorist  # G5 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-results-workingpaper.md | match='### W3-9: VORTEX-NUCLEATION-53 (volovik-superfluid-universe-theorist)'
[EDGE:authored_by] gates:W3-10 -> researchers:quantum-acoustics-theorist  # G5 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-results-workingpaper.md | match='### W3-10: CONDENSED-DS-53 (quantum-acoustics-theorist)'
[EDGE:authored_by] gates:W3-11 -> researchers:landau-condensed-matter-theorist  # G5 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-results-workingpaper.md | match='### W3-11: POMERANCHUK-HFB-53 (landau-condensed-matter-theorist)'
[EDGE:authored_by] gates:W3-12 -> researchers:landau-condensed-matter-theorist  # G5 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-results-workingpaper.md | match='### W3-12: GINZBURG-FABRIC-53 (landau-condensed-matter-theorist)'
[EDGE:authored_by] gates:W3-13 -> researchers:quantum-acoustics-theorist  # G5 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-results-workingpaper.md | match='### W3-13: B1-SOFT-MODE-53 (quantum-acoustics-theorist)'
[EDGE:authored_by] gates:W3-14 -> researchers:volovik-superfluid-universe-theorist  # G5 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-results-workingpaper.md | match='### W3-14: BDI-W-PHONON-53 (volovik-superfluid-universe-theorist)'
[EDGE:authored_by] gates:W3-15 -> researchers:berry-geometric-phase-theorist  # G5 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-results-workingpaper.md | match='### W3-15: BERRY-ANTICROSSING-53 (berry-geometric-phase-theorist)'
[EDGE:authored_by] gates:W3-16 -> researchers:tesla-resonance  # G5 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-results-workingpaper.md | match='### W3-16: SECOND-SOUND-CMB-53 (tesla-resonance)'
[EDGE:authored_by] gates:W4-1 -> researchers:kaku-speculative-theorist  # G5 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-results-workingpaper.md | match='### W4-1: SFT-EXPONENTIAL-CUTOFF-CC-53 (kaku-speculative-theorist)'
[EDGE:authored_by] gates:W4-2 -> researchers:string-theory-theorist  # G5 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-results-workingpaper.md | match='### W4-2: PL-DUAL-SPECTRAL-ACTION-53 (string-theory-theorist)'
[EDGE:authored_by] gates:W4-3 -> researchers:kaku-speculative-theorist  # G5 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-results-workingpaper.md | match='### W4-3: HIGGS-MODULUS-MIXING-53 (kaku-speculative-theorist)'
[EDGE:authored_by] gates:W4-4 -> researchers:baptista-spacetime-analyst  # G5 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-results-workingpaper.md | match='### W4-4: STAROBINSKY-R2-53 (baptista-spacetime-analyst)'
[EDGE:authored_by] gates:W4-5 -> researchers:string-theory-theorist  # G5 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-results-workingpaper.md | match='### W4-5: SWAMPLAND-CHECKS-53 (string-theory-theorist)'
[EDGE:authored_by] gates:W4-6 -> researchers:kaku-speculative-theorist  # G5 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-results-workingpaper.md | match='### W4-6: THRESHOLD-CORRECTIONS-53 (kaku-speculative-theorist)'
[EDGE:authored_by] gates:W4-7 -> researchers:einstein-theorist  # G5 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-results-workingpaper.md | match='### W4-7: EMERGENT-GEOMETRIC-MATCHING-53 (einstein-theorist)'
[EDGE:authored_by] data_provenance:53:session-53-tesla-collab.md -> researchers:tesla-resonance  # G3 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-tesla-collab.md | match='**Author**: Tesla-Resonance'
[EDGE:authored_by] gates:53:session-53-tesla-collab.md -> researchers:tesla-resonance  # G7 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-tesla-collab.md | match='**Author**: Tesla-Resonance'
[EDGE:authored_by] data_provenance:53:session-53-volovik-collab.md -> researchers:volovik-superfluid-universe-theorist  # G3 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-volovik-collab.md | match='**Author**: Volovik Superfluid-Universe-Theorist'
[EDGE:authored_by] gates:53:session-53-volovik-collab.md -> researchers:volovik-superfluid-universe-theorist  # G7 | role=primary | conf=header-parsed | src=sessions/archive/session-53/session-53-volovik-collab.md | match='**Author**: Volovik Superfluid-Universe-Theorist'
