## S62 Attribution Edges (generated by tools/harvest_attribution_edges.py)
## Generated: 2026-06-13T17:42:52Z
## Generation: G5
## Files scanned: 19 (+ 0 in workshops/)
## Total edges (deduped): 37
## Spec: sessions/framework/registry/session-format-generations.md
## Regex module: tools/_format_generation_regex_set.py (self-test 18/18 PASS)

[EDGE:authored_by] data_provenance:62:session-62-baptista-collab.md -> researchers:baptista-spacetime-analyst  # G3 | role=primary | conf=header-parsed | src=sessions/archive/session-62/session-62-baptista-collab.md | match='**Author**: Baptista Spacetime Analyst'
[EDGE:authored_round] researchers:hawking-theorist -> data_provenance:data_provenance:sessions/archive/session-62/session-62-hawking-qa-workshop.md#round-2  # G7 | role=round_author | conf=header-parsed | src=sessions/archive/session-62/session-62-hawking-qa-workshop.md | match='## Round 2 — hawking'
[EDGE:authored_round] researchers:quantum-acoustics-theorist -> data_provenance:data_provenance:sessions/archive/session-62/session-62-hawking-qa-workshop.md#round-2  # G7 | role=round_author | conf=header-parsed | src=sessions/archive/session-62/session-62-hawking-qa-workshop.md | match='## Round 2 — qa'
[EDGE:authored_by] data_provenance:62:session-62-kaluza-klein-collab.md -> researchers:kaluza-klein-theorist  # G3 | role=primary | conf=header-parsed | src=sessions/archive/session-62/session-62-kaluza-klein-collab.md | match='**Author**: Kaluza-Klein Theorist'
[EDGE:authored_by] gates:62:session-62-kaluza-klein-collab.md -> researchers:kaluza-klein-theorist  # G7 | role=primary | conf=header-parsed | src=sessions/archive/session-62/session-62-kaluza-klein-collab.md | match='**Author**: Kaluza-Klein Theorist'
[EDGE:authored_by] data_provenance:62:session-62-mack-collab.md -> researchers:mack-cosmic-bridge  # G3 | role=primary | conf=header-parsed | src=sessions/archive/session-62/session-62-mack-collab.md | match='**Author**: Mack Cosmic Bridge'
[EDGE:authored_by] gates:62:session-62-mack-collab.md -> researchers:mack-cosmic-bridge  # G7 | role=primary | conf=header-parsed | src=sessions/archive/session-62/session-62-mack-collab.md | match='**Author**: Mack Cosmic Bridge'
[EDGE:authored_by] data_provenance:62:session-62-nazarewicz-collab.md -> researchers:nazarewicz-nuclear-structure-theorist  # G3 | role=primary | conf=header-parsed | src=sessions/archive/session-62/session-62-nazarewicz-collab.md | match='**Author**: Nazarewicz Nuclear Structure Theorist'
[EDGE:authored_by] gates:62:session-62-nazarewicz-collab.md -> researchers:nazarewicz-nuclear-structure-theorist  # G7 | role=primary | conf=header-parsed | src=sessions/archive/session-62/session-62-nazarewicz-collab.md | match='**Author**: Nazarewicz Nuclear Structure Theorist'
[EDGE:authored_by] data_provenance:62:session-62-phonon-first-collab.md -> researchers:phonon-first-cosmologist  # G3 | role=primary | conf=header-parsed | src=sessions/archive/session-62/session-62-phonon-first-collab.md | match='**Author**: Phonon-First Cosmologist'
[EDGE:authored_by] gates:62:session-62-phonon-first-collab.md -> researchers:phonon-first-cosmologist  # G7 | role=primary | conf=header-parsed | src=sessions/archive/session-62/session-62-phonon-first-collab.md | match='**Author**: Phonon-First Cosmologist'
[EDGE:authored_by] data_provenance:62:session-62-quantum-acoustics-collab.md -> researchers:quantum-acoustics-theorist  # G3 | role=primary | conf=header-parsed | src=sessions/archive/session-62/session-62-quantum-acoustics-collab.md | match='**Author**: Quantum Acoustics Theorist'
[EDGE:authored_by] gates:62:session-62-quantum-acoustics-collab.md -> researchers:quantum-acoustics-theorist  # G7 | role=primary | conf=header-parsed | src=sessions/archive/session-62/session-62-quantum-acoustics-collab.md | match='**Author**: Quantum Acoustics Theorist'
[EDGE:authored_by] data_provenance:62:session-62-schwarzschild-penrose-collab.md -> researchers:schwarzschild-penrose-geometer  # G3 | role=primary | conf=header-parsed | src=sessions/archive/session-62/session-62-schwarzschild-penrose-collab.md | match='**Author**: Schwarzschild-Penrose Geometer'
[EDGE:authored_by] gates:62:session-62-schwarzschild-penrose-collab.md -> researchers:schwarzschild-penrose-geometer  # G7 | role=primary | conf=header-parsed | src=sessions/archive/session-62/session-62-schwarzschild-penrose-collab.md | match='**Author**: Schwarzschild-Penrose Geometer'
[EDGE:participates_in] researchers:schwarzschild-penrose-geometer -> data_provenance:data_provenance:sessions/archive/session-62/session-62-sp-phonon-workshop.md  # G7 | role=participant | conf=header-parsed | src=sessions/archive/session-62/session-62-sp-phonon-workshop.md | match='sp (schwarzschild-penrose-geometer)'
[EDGE:participates_in] researchers:phonon-first-cosmologist -> data_provenance:data_provenance:sessions/archive/session-62/session-62-sp-phonon-workshop.md  # G7 | role=participant | conf=header-parsed | src=sessions/archive/session-62/session-62-sp-phonon-workshop.md | match='phonon (phonon-first-cosmologist)'
[EDGE:authored_by] data_provenance:62:session-62-tesla-collab.md -> researchers:tesla-resonance  # G3 | role=primary | conf=header-parsed | src=sessions/archive/session-62/session-62-tesla-collab.md | match='**Author**: Tesla Resonance'
[EDGE:authored_by] gates:62:session-62-tesla-collab.md -> researchers:tesla-resonance  # G7 | role=primary | conf=header-parsed | src=sessions/archive/session-62/session-62-tesla-collab.md | match='**Author**: Tesla Resonance'
[EDGE:authored_by] data_provenance:62:session-62-van-den-dungen-collab.md -> researchers:van-den-dungen-bridge-theorist  # G3 | role=primary | conf=header-parsed | src=sessions/archive/session-62/session-62-van-den-dungen-collab.md | match='**Author**: Van den Dungen Bridge Theorist'
[EDGE:authored_by] gates:62:session-62-van-den-dungen-collab.md -> researchers:van-den-dungen-bridge-theorist  # G7 | role=primary | conf=header-parsed | src=sessions/archive/session-62/session-62-van-den-dungen-collab.md | match='**Author**: Van den Dungen Bridge Theorist'
[EDGE:participates_in] researchers:van-den-dungen-bridge-theorist -> data_provenance:data_provenance:sessions/archive/session-62/session-62-vdd-tesla-workshop.md  # G7 | role=participant | conf=header-parsed | src=sessions/archive/session-62/session-62-vdd-tesla-workshop.md | match='vdd (van-den-dungen-bridge-theorist)'
[EDGE:participates_in] researchers:tesla-resonance -> data_provenance:data_provenance:sessions/archive/session-62/session-62-vdd-tesla-workshop.md  # G7 | role=participant | conf=header-parsed | src=sessions/archive/session-62/session-62-vdd-tesla-workshop.md | match='tesla (tesla-resonance)'
[EDGE:authored_by] data_provenance:62:session-62-volovik-collab.md -> researchers:volovik-superfluid-universe-theorist  # G3 | role=primary | conf=header-parsed | src=sessions/archive/session-62/session-62-volovik-collab.md | match='**Author**: Volovik Superfluid Universe Theorist'
[EDGE:authored_by] gates:62:session-62-volovik-collab.md -> researchers:volovik-superfluid-universe-theorist  # G7 | role=primary | conf=header-parsed | src=sessions/archive/session-62/session-62-volovik-collab.md | match='**Author**: Volovik Superfluid Universe Theorist'
[EDGE:authored_by] data_provenance:62:session-62-workshop-synthesis.md -> researchers:phonon-first-cosmologist  # G3 | role=primary | conf=header-parsed | src=sessions/archive/session-62/session-62-workshop-synthesis.md | match='**Author**: Phonon-First Cosmologist'
[EDGE:authored_by] gates:62:session-62-workshop-synthesis.md -> researchers:phonon-first-cosmologist  # G7 | role=primary | conf=header-parsed | src=sessions/archive/session-62/session-62-workshop-synthesis.md | match='**Author**: Phonon-First Cosmologist'
